,Customer ID,Gender,Age,Married,Number of Dependents,City,Population,Satisfaction Score,Quarter,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category
3549,3567-PQTSO,nan,nan,No,0.0,nan,660,3.0,Q3,0.0,nan,Offer B,Yes,1.94,Yes,Yes,DSL,73.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,79.85,4786.1,0.0,0.0,114.46,4900.56,0
3550,8008-OTEZX,nan,nan,nan,nan,nan,nan,2.0,Q3,0.0,25.0,Offer C,Yes,26.81,No,Yes,Fiber Optic,12.0,Yes,Yes,No,No,No,No,No,Yes,nan,nan,Bank Withdrawal,79.85,2015.35,0.0,0.0,670.25,2685.6,1
3551,2180-DXNEG,Female,70.0,Yes,0.0,nan,632,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3552,1078-TDCRN,nan,nan,nan,nan,Bakersfield,44588,5.0,Q3,0.0,38.0,None,Yes,nan,No,No,None,0.0,No,No,No,No,No,nan,nan,No,Two Year,nan,Credit Card,20.3,743.05,nan,0.0,1641.2199999999998,2384.2699999999995,0
3553,9846-GKXAS,Female,32.0,No,nan,Nicolaus,751,2.0,Q3,0.0,1.0,None,Yes,38.31,No,Yes,Cable,26.0,No,No,No,No,No,No,No,nan,Month-to-Month,nan,nan,45.4,45.4,0.0,0.0,38.31,83.71000000000002,nan
3554,2876-GZYZC,nan,nan,nan,nan,Branscomb,176,nan,nan,0.0,11.0,Offer D,Yes,22.36,Yes,Yes,Cable,3.0,No,No,No,Yes,Yes,No,No,Yes,nan,No,nan,90.15,987.95,0.0,0.0,245.96,1233.91,nan
3555,1415-YFWLT,Female,27.0,Yes,0.0,Los Angeles,15140,nan,Q3,8.0,2.0,Offer E,Yes,36.05,No,No,None,nan,No,No,No,No,No,No,No,nan,Month-to-Month,No,Bank Withdrawal,19.85,nan,0.0,0.0,72.1,124.1,0
3556,7241-AJHFS,nan,nan,Yes,0.0,San Bernardino,12149,2.0,Q3,1.0,33.0,None,Yes,14.34,Yes,Yes,Fiber Optic,28.0,No,No,nan,No,No,Yes,Yes,nan,Month-to-Month,No,Credit Card,86.15,2745.7,0.0,0.0,nan,3218.92,3
3557,6166-ILMNY,nan,41.0,nan,0.0,Travis Afb,9978,1.0,Q3,1.0,67.0,Offer A,Yes,30.94,Yes,Yes,Fiber Optic,11.0,nan,No,nan,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.35,nan,0.0,nan,2072.98,8414.43,4
3558,4256-ZWTZI,Female,56.0,Yes,nan,Chilcoot,650,5.0,Q3,3.0,49.0,None,Yes,22.1,No,No,None,0.0,No,No,No,No,No,No,No,nan,One Year,Yes,Bank Withdrawal,20.05,923.1,0.0,0.0,1082.9,2006.0,0
3559,3208-YPIOE,Male,29.0,No,nan,Livingston,12672,1.0,Q3,0.0,3.0,Offer E,Yes,32.01,No,No,None,0.0,No,No,No,No,No,No,nan,No,nan,No,Mailed Check,19.85,nan,0.0,0.0,96.03,160.57999999999996,4
3560,7110-BDTWG,Male,43.0,No,0.0,San Bernardino,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
3561,1816-FLZDK,nan,21.0,No,nan,nan,25569,3.0,nan,0.0,24.0,Offer C,Yes,3.72,No,Yes,Cable,59.0,No,Yes,No,No,No,No,nan,Yes,Month-to-Month,Yes,Mailed Check,49.7,1218.25,0.0,0.0,89.28,1307.53,0
3562,4827-DPADN,Male,nan,Yes,nan,Suisun City,nan,nan,Q3,1.0,72.0,Offer A,Yes,21.72,nan,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.7,1492.1,0.0,0.0,nan,3055.94,0
3563,4248-HCETZ,nan,27.0,Yes,0.0,nan,15438,nan,Q3,nan,28.0,None,Yes,33.63,nan,Yes,DSL,48.0,Yes,No,No,Yes,No,No,No,No,One Year,nan,Credit Card,54.35,1426.45,0.0,30.0,941.64,2398.09,0
3564,3963-RYFNS,Female,55.0,nan,0.0,King City,14477,nan,Q3,0.0,3.0,Offer E,Yes,47.62,No,Yes,Cable,29.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1,307.4,0.0,nan,nan,450.26,1
3565,6369-MCAKO,nan,nan,nan,nan,Vallejo,159,3.0,Q3,1.0,53.0,None,Yes,nan,Yes,Yes,nan,12.0,No,nan,No,nan,Yes,nan,No,Yes,One Year,Yes,Credit Card,95.85,5016.25,18.85,0.0,1594.77,nan,nan
3566,3810-PJUHR,Male,42.0,Yes,0.0,Tuolumne,3979,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
3567,6976-BWGLQ,Female,37.0,No,nan,Keene,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5
3568,8318-LCNBW,Female,19.0,nan,0.0,nan,11,4.0,Q3,0.0,39.0,Offer C,No,0.0,No,Yes,DSL,73.0,Yes,Yes,No,Yes,No,nan,No,Yes,One Year,nan,Bank Withdrawal,41.15,1700.9,0.0,0.0,0.0,1700.9,0
3569,0666-UXTJO,Male,40.0,No,0.0,nan,48245,nan,Q3,nan,15.0,None,Yes,nan,Yes,Yes,DSL,28.0,No,nan,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.0,749.25,0.0,0.0,176.25,925.5,0
3570,4598-XLKNJ,nan,nan,No,0.0,Altadena,36243,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3571,9411-TPQQV,Female,44.0,No,0.0,Oakland,36517,2.0,Q3,0.0,32.0,None,Yes,40.26,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,84.05,2781.85,0.0,0.0,nan,4070.17,5
3572,5049-GLYVG,Female,23.0,nan,0.0,Long Beach,35656,nan,Q3,0.0,22.0,None,Yes,19.2,Yes,Yes,Fiber Optic,41.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,nan,84.15,nan,0.0,60.0,422.4,2304.35,0
3573,0214-JHPFW,Female,69.0,Yes,0.0,Helm,152,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
3574,4929-BSTRX,nan,nan,nan,nan,Lookout,386,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3575,0928-XUTSN,Female,45.0,No,0.0,Courtland,699,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3576,0277-BKSQP,Female,54.0,Yes,0.0,Fresno,39148,nan,Q3,7.0,12.0,None,No,0.0,No,Yes,nan,27.0,Yes,No,No,nan,No,No,No,Yes,One Year,No,Credit Card,33.15,444.75,0.0,0.0,0.0,444.75,0
3577,6032-IGALN,Male,20.0,nan,nan,Sacramento,44683,3.0,nan,5.0,29.0,None,Yes,24.64,No,No,None,nan,No,No,No,No,No,No,No,No,nan,Yes,Mailed Check,20.65,nan,nan,0.0,714.5600000000002,1369.41,0
3578,7703-ZEKEF,Female,28.0,No,2.0,Lost Hills,nan,3.0,Q3,0.0,nan,Offer D,Yes,43.97,No,No,None,0.0,No,No,nan,No,No,nan,No,No,nan,Yes,Bank Withdrawal,nan,469.85,0.0,0.0,967.34,nan,0
3579,7677-SJJJK,nan,nan,nan,nan,Santa Rosa,40270,nan,Q3,0.0,1.0,None,Yes,39.61,No,No,None,0.0,No,No,nan,No,No,No,No,nan,nan,No,Mailed Check,nan,nan,0.0,0.0,39.61,60.06,0
3580,3569-VLDHH,Male,52.0,Yes,2.0,nan,nan,nan,Q3,2.0,28.0,None,Yes,9.31,Yes,Yes,nan,19.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,64.4,1802.15,0.0,0.0,260.68,2062.83,0
3581,1600-DILPE,Male,21.0,Yes,0.0,Glenn,nan,4.0,Q3,1.0,59.0,Offer B,No,0.0,No,Yes,DSL,nan,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.3,nan,0.0,20.0,0.0,2686.75,0
3582,0774-RMNUW,nan,52.0,Yes,0.0,Redwood Valley,5995,1.0,Q3,1.0,21.0,None,Yes,nan,No,Yes,Fiber Optic,nan,No,Yes,Yes,nan,Yes,Yes,Yes,Yes,nan,Yes,nan,102.8,2110.15,0.0,nan,350.07000000000005,nan,1
3583,0463-WZZKO,Male,33.0,Yes,0.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3584,2519-FAKOD,Female,19.0,No,0.0,Scotia,1125,nan,Q3,0.0,1.0,None,No,0.0,No,Yes,DSL,nan,nan,No,No,No,No,No,Yes,No,Month-to-Month,No,Credit Card,24.4,24.4,0.0,10.0,0.0,34.4,0
3585,7483-IQWIB,Male,20.0,No,nan,Tahoma,1291,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
3586,5701-GUXDC,Male,77.0,No,nan,nan,nan,1.0,Q3,0.0,3.0,Offer E,nan,9.22,Yes,Yes,Fiber Optic,14.0,nan,Yes,No,No,nan,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.35,233.7,0.0,0.0,27.660000000000004,261.36,nan
3587,4566-QVRRW,nan,nan,nan,nan,Santa Rosa,22250,nan,Q3,1.0,12.0,None,Yes,40.63,Yes,nan,Fiber Optic,59.0,No,nan,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,nan,916.9,nan,0.0,487.56000000000006,1404.46,1
3588,0248-IPDFW,nan,nan,nan,nan,nan,nan,5.0,Q3,0.0,1.0,None,Yes,45.59,No,Yes,DSL,5.0,No,No,No,No,No,No,No,nan,Month-to-Month,No,Credit Card,43.95,43.95,nan,0.0,45.59,89.54,nan
3589,8441-SHIPE,Female,37.0,No,0.0,Oakland,24518,4.0,Q3,0.0,46.0,None,nan,43.27,Yes,nan,Fiber Optic,21.0,nan,Yes,No,No,No,nan,No,No,nan,nan,Credit Card,nan,3847.6,nan,100.0,1990.42,5938.02,nan
3590,7190-XHTWJ,Female,nan,nan,0.0,Point Reyes Station,1885,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3591,4706-DGAHW,Male,22.0,No,0.0,Orick,494,4.0,Q3,0.0,26.0,Offer C,No,0.0,No,Yes,Cable,82.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,nan,No,Credit Card,54.55,1362.85,0.0,0.0,0.0,nan,nan
3592,9174-FKWZE,Male,62.0,No,nan,Santa Ysabel,1143,5.0,Q3,0.0,22.0,nan,Yes,20.46,No,No,None,0.0,No,No,No,No,No,No,nan,No,One Year,No,Credit Card,19.6,422.5,0.0,0.0,450.12,872.62,0
3593,9693-XMUOB,Female,69.0,Yes,0.0,Fallbrook,42239,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
3594,4060-LDNLU,nan,24.0,No,0.0,Carmel By The Sea,2966,nan,Q3,0.0,nan,None,Yes,49.61,nan,Yes,DSL,76.0,Yes,No,nan,Yes,nan,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.0,1908.35,0.0,0.0,1289.86,nan,nan
3595,0968-GSIKN,Male,64.0,No,0.0,Van Nuys,40376,nan,nan,0.0,35.0,None,Yes,42.8,No,No,None,0.0,nan,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.2,684.4,0.0,0.0,1498.0,nan,0
3596,1179-INLAT,nan,49.0,Yes,0.0,Cassel,nan,nan,Q3,1.0,72.0,None,Yes,38.28,nan,Yes,DSL,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,nan,Bank Withdrawal,88.05,nan,nan,0.0,2756.16,9247.85,nan
3597,4450-MDZFX,nan,nan,nan,nan,nan,nan,2.0,Q3,0.0,3.0,Offer E,No,0.0,No,Yes,DSL,28.0,No,No,Yes,No,No,Yes,nan,nan,Month-to-Month,Yes,nan,41.15,nan,0.0,0.0,0.0,132.2,nan
3598,3205-MXZRA,nan,31.0,Yes,3.0,Riverside,46550,3.0,Q3,4.0,67.0,Offer A,Yes,13.26,No,Yes,Fiber Optic,76.0,No,Yes,nan,Yes,nan,Yes,nan,Yes,Two Year,No,Bank Withdrawal,103.15,6895.5,nan,0.0,888.42,7783.92,0
3599,4088-YLDSU,Female,45.0,Yes,2.0,Davis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3600,1641-BYBTK,nan,nan,nan,nan,Walnut,45118,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
3601,5647-FXOTP,Male,nan,Yes,0.0,Caspar,333,1.0,Q3,1.0,42.0,nan,nan,18.26,Yes,nan,Fiber Optic,29.0,No,Yes,nan,No,Yes,No,nan,Yes,Month-to-Month,Yes,Bank Withdrawal,95.25,3959.35,27.3,0.0,766.9200000000002,4698.969999999998,3
3602,0940-OUQEC,Male,nan,No,nan,Coleville,1332,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3603,1345-GKDZZ,Female,nan,nan,7.0,nan,nan,nan,Q3,6.0,20.0,Offer D,Yes,nan,Yes,No,None,0.0,No,No,No,No,No,nan,nan,No,Month-to-Month,Yes,Bank Withdrawal,25.55,507.4,nan,0.0,nan,1244.4,nan
3604,3594-KADLU,Female,53.0,No,0.0,Fellows,626,5.0,Q3,0.0,3.0,Offer E,Yes,34.76,No,Yes,Fiber Optic,21.0,No,No,nan,nan,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,199.85,0.0,0.0,104.28,304.13,0
3605,8450-JOVAH,Female,21.0,Yes,0.0,San Jose,37570,2.0,Q3,4.0,nan,Offer B,Yes,9.23,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,nan,Month-to-Month,No,Bank Withdrawal,101.1,6039.9,0.0,nan,nan,6584.469999999998,2
3606,1891-QRQSA,nan,70.0,No,0.0,San Luis Obispo,27047,nan,nan,0.0,10.0,None,Yes,16.85,No,Yes,Fiber Optic,nan,No,No,Yes,No,No,nan,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,865.55,0.0,0.0,168.5,1034.05,3
3607,1498-NHTLT,Female,37.0,Yes,nan,Fresno,35790,3.0,Q3,1.0,47.0,nan,No,0.0,nan,Yes,DSL,nan,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,nan,Yes,Credit Card,60.0,2768.65,0.0,0.0,0.0,2768.65,0
3608,2696-RZVZW,nan,nan,nan,nan,Olympic Valley,nan,5.0,Q3,2.0,2.0,None,Yes,30.87,No,nan,DSL,19.0,No,nan,nan,No,No,nan,nan,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,90.05,0.0,0.0,61.74,151.79,0
3609,9572-MTILT,Female,71.0,No,0.0,Ravendale,61,3.0,Q3,0.0,45.0,None,Yes,12.67,Yes,Yes,Fiber Optic,4.0,Yes,Yes,No,Yes,Yes,No,nan,nan,nan,Yes,Bank Withdrawal,97.05,4385.05,0.0,0.0,570.15,4955.2,0
3610,8818-DOPVL,Female,nan,No,nan,Cedarville,857,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3611,2978-XXSOG,nan,23.0,Yes,0.0,nan,6439,3.0,Q3,2.0,64.0,nan,Yes,18.03,No,Yes,nan,42.0,Yes,Yes,nan,Yes,No,nan,nan,Yes,Two Year,Yes,Mailed Check,74.35,4759.55,nan,0.0,1153.92,5913.47,0
3612,1642-HMARX,Female,53.0,No,0.0,Sunset Beach,1107,1.0,Q3,0.0,1.0,Offer E,Yes,26.06,No,nan,nan,3.0,No,No,Yes,No,No,nan,No,Yes,Month-to-Month,No,Bank Withdrawal,75.3,75.3,0.0,0.0,26.06,101.36,1
3613,5419-JPRRN,nan,nan,nan,nan,Los Angeles,44586,nan,Q3,9.0,58.0,None,Yes,18.68,No,No,None,0.0,No,No,No,No,nan,No,No,No,Two Year,No,Credit Card,20.75,1185.95,0.0,0.0,1083.44,2269.390000000001,0
3614,3506-LCJDC,Male,39.0,Yes,0.0,North Highlands,32202,3.0,Q3,9.0,72.0,None,Yes,33.22,No,nan,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,6747.35,0.0,0.0,2391.84,9139.19,0
3615,1685-VAYJF,Female,21.0,Yes,3.0,nan,nan,3.0,Q3,10.0,71.0,Offer A,Yes,48.76,nan,Yes,Cable,71.0,Yes,No,Yes,No,Yes,Yes,nan,Yes,Two Year,No,nan,77.55,5574.35,0.0,0.0,3461.96,9036.31,nan
3616,3884-HCSWG,nan,33.0,No,0.0,Potrero,905,5.0,Q3,0.0,66.0,None,Yes,31.93,Yes,Yes,Fiber Optic,15.0,nan,Yes,No,No,Yes,No,No,nan,One Year,Yes,Bank Withdrawal,88.9,6000.1,0.0,0.0,2107.38,8107.48,0
3617,2266-FUBDZ,Male,27.0,No,0.0,Los Angeles,44004,4.0,Q3,nan,nan,None,Yes,6.61,No,No,None,nan,No,No,No,No,No,No,No,No,nan,nan,Bank Withdrawal,20.45,943.0,0.0,0.0,310.67,1253.67,nan
3618,6344-SFJVH,Male,73.0,Yes,0.0,Riverside,nan,nan,nan,9.0,61.0,None,Yes,34.24,Yes,Yes,DSL,20.0,No,Yes,No,No,nan,Yes,Yes,Yes,One Year,No,Bank Withdrawal,nan,3902.6,0.0,0.0,2088.640000000001,5991.24,nan
3619,5149-QYTTU,Female,22.0,Yes,2.0,nan,nan,3.0,Q3,5.0,71.0,nan,Yes,22.36,No,No,nan,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,nan,1415.85,0.0,0.0,1587.56,3003.41,0
3620,9251-WNSOD,Female,57.0,No,0.0,nan,37527,5.0,Q3,0.0,nan,Offer B,nan,13.89,No,No,None,0.0,No,No,No,No,No,No,nan,No,Two Year,Yes,Bank Withdrawal,19.55,nan,0.0,0.0,777.84,1858.39,0
3621,2676-ISHSF,Female,23.0,No,0.0,Temecula,46171,nan,nan,0.0,1.0,Offer E,nan,32.86,Yes,Yes,Fiber Optic,58.0,nan,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.05,75.05,0.0,0.0,32.86,107.91,1
3622,2087-QAREY,Male,39.0,Yes,1.0,Tomales,nan,4.0,Q3,2.0,32.0,None,Yes,35.39,No,No,None,0.0,No,No,No,No,No,nan,No,No,Two Year,No,Credit Card,18.95,613.95,0.0,0.0,1132.48,1746.43,nan
3623,4468-YDOVK,Female,53.0,No,nan,Comptche,nan,2.0,Q3,0.0,nan,None,nan,0.0,No,Yes,nan,18.0,No,No,No,Yes,nan,nan,No,Yes,Month-to-Month,Yes,nan,30.9,59.05,0.0,0.0,0.0,59.05,2
3624,0742-LAFQK,nan,nan,nan,nan,Temple City,32718,4.0,Q3,3.0,40.0,None,No,0.0,No,Yes,nan,26.0,No,nan,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.3,2448.5,0.0,0.0,nan,2448.5,0
3625,7979-CORPM,Male,36.0,No,0.0,Huron,nan,3.0,Q3,0.0,72.0,Offer A,No,0.0,No,Yes,Cable,14.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,63.7,4464.8,0.0,0.0,0.0,4464.8,nan
3626,0234-TEVTT,Male,23.0,No,0.0,Stevinson,1960,5.0,Q3,0.0,12.0,None,Yes,40.06,No,Yes,nan,41.0,No,No,nan,No,nan,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,nan,1043.4,0.0,0.0,nan,1524.12,0
3627,0506-LVNGN,Male,28.0,No,0.0,Los Angeles,nan,1.0,Q3,0.0,10.0,Offer D,Yes,29.24,Yes,Yes,Fiber Optic,85.0,No,No,No,No,No,nan,Yes,Yes,Month-to-Month,Yes,nan,74.15,811.8,0.0,nan,292.4,1104.1999999999996,3
3628,3090-QFUVD,nan,62.0,No,0.0,Weldon,1935,nan,Q3,0.0,47.0,nan,Yes,42.25,No,No,None,0.0,No,No,No,nan,No,No,No,No,One Year,No,nan,20.55,1013.05,0.0,nan,1985.75,nan,0
3629,1599-EAHXY,Female,nan,No,0.0,Challenge,262,nan,Q3,0.0,2.0,Offer E,Yes,42.55,No,Yes,nan,30.0,No,Yes,No,Yes,No,No,No,nan,Month-to-Month,Yes,Credit Card,55.05,102.75,0.0,0.0,85.1,187.85,1
3630,9135-HSWOC,nan,62.0,No,nan,San Francisco,40137,5.0,Q3,nan,16.0,nan,Yes,41.51,No,No,None,nan,No,No,No,No,No,No,nan,No,One Year,No,Credit Card,19.05,326.65,0.0,0.0,664.16,990.81,0
3631,8821-XNHVZ,Female,58.0,Yes,0.0,Los Alamitos,nan,4.0,Q3,4.0,52.0,None,No,0.0,No,Yes,DSL,8.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,35.45,1958.95,0.0,0.0,0.0,1958.95,nan
3632,1262-OPMFY,Female,nan,Yes,nan,Poway,47969,4.0,Q3,7.0,35.0,Offer C,No,0.0,No,Yes,nan,nan,Yes,No,No,Yes,Yes,No,No,No,Two Year,Yes,Credit Card,46.35,1662.05,0.0,140.0,0.0,1802.05,0
3633,6728-CZFEI,Male,23.0,Yes,0.0,nan,47224,1.0,Q3,1.0,3.0,nan,Yes,13.54,No,Yes,Cable,51.0,No,No,Yes,nan,No,No,No,Yes,Month-to-Month,nan,nan,50.15,168.15,0.0,0.0,40.62,208.77,nan
3634,3635-JBPSG,nan,34.0,No,0.0,Los Angeles,nan,nan,Q3,0.0,21.0,Offer D,Yes,44.01,No,No,None,0.0,nan,No,No,No,No,No,No,No,Month-to-Month,nan,Credit Card,19.95,416.4,0.0,nan,924.21,1340.61,0
3635,4671-VJLCL,Male,46.0,No,0.0,Santa Rosa,35057,3.0,Q3,0.0,22.0,Offer D,Yes,49.43,Yes,Yes,Cable,nan,Yes,Yes,No,No,nan,No,nan,Yes,Month-to-Month,No,Bank Withdrawal,59.0,1254.7,0.0,0.0,1087.46,2342.16,2
3636,2853-CWQFQ,Male,nan,Yes,0.0,Whittier,38181,5.0,Q3,1.0,nan,nan,Yes,45.21,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,Yes,nan,No,Month-to-Month,nan,Bank Withdrawal,104.45,2184.85,nan,60.0,1039.83,3284.68,0
3637,0420-BWTPW,Male,nan,Yes,0.0,Fresno,54701,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3638,4080-IIARD,Male,23.0,Yes,0.0,Clipper Mills,282,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3639,9214-EKVXR,Female,29.0,Yes,3.0,Kingsburg,14088,4.0,Q3,nan,48.0,None,No,0.0,No,Yes,DSL,52.0,nan,Yes,nan,Yes,No,No,No,No,Two Year,No,Credit Card,39.4,1978.65,nan,130.0,0.0,2108.65,nan
3640,7140-ADSMJ,Female,56.0,No,0.0,Wilseyville,435,4.0,Q3,0.0,58.0,None,Yes,29.47,No,Yes,DSL,16.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,64.9,nan,0.0,0.0,nan,5504.71,0
3641,2012-NWRPA,Male,nan,Yes,0.0,Larkspur,6773,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
3642,9351-HXDMR,nan,nan,nan,nan,nan,3600,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3643,7402-PWYJJ,Female,40.0,No,1.0,Chico,26971,5.0,Q3,nan,13.0,Offer D,Yes,25.33,No,Yes,Cable,27.0,No,No,nan,Yes,No,No,No,No,Month-to-Month,No,Credit Card,nan,718.1,26.37,0.0,329.29,1021.02,0
3644,2108-XWMPY,Male,59.0,No,0.0,San Mateo,32488,1.0,Q3,0.0,8.0,None,Yes,nan,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,773.65,0.0,0.0,191.12,964.77,2
3645,2777-PHDEI,Male,75.0,No,0.0,nan,21759,2.0,Q3,nan,1.0,None,Yes,41.2,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,nan,69.5,0.0,80.0,41.2,190.7,4
3646,9967-ATRFS,nan,nan,nan,nan,nan,nan,5.0,nan,5.0,22.0,Offer D,Yes,33.46,No,Yes,Fiber Optic,29.0,No,No,nan,nan,No,Yes,Yes,Yes,nan,nan,Bank Withdrawal,80.15,1790.65,0.0,0.0,736.12,2526.77,0
3647,2003-CKLOR,Female,80.0,No,0.0,Occidental,1880,nan,Q3,0.0,57.0,Offer B,Yes,36.89,Yes,Yes,nan,17.0,Yes,nan,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,nan,5779.6,0.0,0.0,2102.73,7882.33,0
3648,7801-CEDNV,nan,75.0,nan,0.0,nan,nan,3.0,Q3,0.0,1.0,None,Yes,39.61,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.45,74.45,0.0,0.0,nan,nan,1
